inchikey,smiles,pchembl,chembl_id,selfies
ZFZABTBOHOLXDC-WIZSLEGPSA-N,CC(C)C[C@H](NC(=O)[C@H](CCCc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,9.44,CHEMBL291195,[C][C][Branch1][C][C][C][C@H1][Branch2][Branch1][Ring1][N][C][=Branch1][C][=O][C@H1][Branch1][N][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O]
ZGCNDYHTWLMLRH-YWXZACALSA-N,CC(C)(C)CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@]1(Cc2ccccc2)N=CC(C2C[C@H](CC(N)=O)c3ccccc32)=C1O,6.6020599913279625,CHEMBL372611,[C][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][C][Branch2][Ring1][=Branch1][C][C][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][=C][Ring2][Ring1][=Branch2][O]
ZGLNLADIKLQLDI-CZNDPXEESA-N,O=C1N(Cc2ccc(CO)cc2)[C@H](Cc2ccccc2)[C@H](O)CN(Cc2ccccc2)N1Cc1ccc(CO)cc1,9.66,CHEMBL338844,[O][=C][N][Branch1][=C][C][C][=C][C][=C][Branch1][Ring1][C][O][C][=C][Ring1][Branch2][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][#C][C][C][=C][C][=C][Branch1][Ring1][C][O][C][=C][Ring1][Branch2]
ZGQZLXSZBYZZLN-DOEKTCAHSA-N,Cc1c(O)cccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCc1ccccc1Cl,9.54,CHEMBL416131,[C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][=Branch1][C][=O][N][C][S][C][Branch1][C][C][Branch1][C][C][C@H1][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl]
ZGVUOBCKGRJVSM-FCTANEFASA-N,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)S(C)(=O)=O,9.79,CHEMBL154692,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][C][C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][C][N][Ring1][#Branch2][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][S][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][S][Branch1][C][C][=Branch1][C][=O][=O]
ZGWLZLXBDWVOBP-NLBJKKAISA-N,COc1ccc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3ccc(OC)cc3)N(Cc3cccc(C(=O)Nc4nc5ccccc5[nH]4)c3)C(=O)N2Cc2cccc(C(=O)Nc3nc4ccccc4[nH]3)c2)cc1,10.59,CHEMBL408252,[C][O][C][=C][C][=C][Branch2][Branch2][Branch1][C][C@@H1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][=C][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][N][Branch2][Ring1][S][C][C][=C][C][=C][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][=C][Ring2][Ring1][C][C][=Branch1][C][=O][N][Ring2][Ring2][=Branch1][C][C][=C][C][=C][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][=C][Ring2][Ring1][C][C][=C][Ring2][Branch1][S]
ZHDQDBCUXNMPJB-UHFFFAOYSA-N,O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ccc(Cl)c(Cl)c3Cl)c1)C1CC1)CCCCCC2,8.06,CHEMBL16339,[O][=C][C][=C][Branch2][Branch1][Branch1][O][C][Branch1][C][O][=C][Ring1][#Branch1][C][Branch2][Ring2][Ring2][C][=C][C][=C][C][Branch2][Ring1][Branch2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][Cl][=C][Ring2][Ring1][Ring1][C][C][C][Ring1][Ring1][C][C][C][C][C][C][Ring2][Ring2][Ring1]
ZHHNHYJWRCZSIY-JJCSDTKMSA-N,CC(C)(c1ncc(-c2cnccc2Cl)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,10.7,CHEMBL3706622,[C][C][Branch1][C][C][Branch2][Ring1][Ring1][C][=N][C][=C][Branch1][#Branch2][C][=C][N][=C][C][=C][Ring1][=Branch1][Cl][O][Ring1][N][N][C][C][N][Branch2][Ring2][#Branch1][C][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C@H1][Ring1][#Branch2][O][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][Branch1][C][F][Branch1][C][F][F][C][Ring2][Ring2][Branch2]
ZHHWQQIXOARMKM-UHFFFAOYSA-N,O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3cccc(Br)c3)c1)C1CC1)CCCCCC2,8.59,CHEMBL16309,[O][=C][C][=C][Branch2][Ring2][S][O][C][Branch1][C][O][=C][Ring1][#Branch1][C][Branch2][Ring1][#C][C][=C][C][=C][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][=C][Ring1][P][C][C][C][Ring1][Ring1][C][C][C][C][C][C][Ring2][Ring1][P]
ZHIVYKCLRYLGSP-GKQHHHCTSA-N,CC(C)=CCN1C(=NC#N)N(CC=C(C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,7.52,CHEMBL34656,[C][C][Branch1][C][C][=C][C][N][C][=Branch1][Ring2][=N][C][#N][N][Branch1][Branch2][C][C][=C][Branch1][C][C][C][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
ZHIXFGDQBWKSNP-ZZUWNNGMSA-N,COC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)CCCOc1ccc2ccc(OCCCC(=O)NC(C(=O)Nc3cccn(CC(N)=O)c3=O)C(C)C)cc2c1)C(C)C)C(C)C,7.0,CHEMBL378467,[C][O][C][=Branch1][C][=O][C@@H1][Branch2][#Branch1][P][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@@H1][Branch2][=Branch1][Branch1][N][C][=Branch1][C][=O][C][C][C][O][C][=C][C][=C][C][=C][C][Branch2][Ring2][=Branch2][O][C][C][C][C][=Branch1][C][=O][N][C][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][N][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][Ring1][#Branch2][=O][C][Branch1][C][C][C][=C][C][Ring2][Ring1][#C][=C][Ring2][Ring2][Ring1][C][Branch1][C][C][C][C][Branch1][C][C][C]
ZHJVMMFKPYUQIQ-UHFFFAOYSA-N,CC1(C)CC2(CC(C)(C)c3cc([N+](=O)[O-])c(O)cc32)c2cc(O)c([N+](=O)[O-])cc21,,CHEMBL60433,[C][C][Branch1][C][C][C][C][Branch2][Ring1][=N][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][C][O][C][=C][Ring1][#Branch2][Ring1][#C][C][=C][C][Branch1][C][O][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][#Branch2][Ring2][Ring1][N]
ZHNZMUBIRFCSRD-XJPNLAAZSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(CCC[N+](C)(C)C)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.[I-],9.04,CHEMBL433072,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch2][Ring1][#Branch1][C][C][=C][C][=C][Branch1][N][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][=N][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O].[I-1]
ZHWPQYJTNIODLD-YPTZQLMOSA-N,CC[C@H](C)[C@H](NC(C)=O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](C)O,,CHEMBL434306,[C][C][C@H1][Branch1][C][C][C@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][Ring1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch1][C][C][O]
ZHXRIUAIPNJSJD-UHFFFAOYSA-N,CCCCC1(Cc2ccccc2)CC(=O)C(C(CC)c2ccccc2)=C(O)O1,5.52,CHEMBL344838,[C][C][C][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][C][Branch1][=C][C][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][C][O][O][Ring2][Ring1][Branch2]
ZHXRYDAPXSYNOD-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(CCc3ccc(O)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NC(=O)c1cccc(C#N)c1,7.82,CHEMBL34008,[C][C][=C][C][Branch2][Ring2][Branch1][S][C][=C][Branch1][C][O][O][C][Branch1][=C][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Branch1][=Branch1][C][Branch1][C][C][C][C][C][Ring2][Ring1][Ring1][=O][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring2][Ring1][#C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][Ring1][C][#N][=C][Ring1][Branch2]
ZHYBRFRKLLDIDG-FUDKSRODSA-N,CCc1c(O)cccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC[C@H]1C(=O)NC(C)(C)C,7.65,CHEMBL51258,[C][C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][=Branch1][C][=O][N][C][S][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C]
ZILOOGIOHVCEKS-HZFUHODCSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,8.22,CHEMBL322241,[C][C][Branch1][C][C][C][N][Branch2][Branch1][Ring1][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C]
ZILOOGIOHVCEKS-KCHLEUMXSA-N,CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,5.0,CHEMBL99317,[C][C][Branch1][C][C][C][N][Branch2][Branch1][Ring1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C]
ZILOOGIOHVCEKS-ZLBDCPSSSA-N,CC(C)CN(CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,8.22,CHEMBL305731,[C][C][Branch1][C][C][C][N][Branch2][Branch1][Ring1][C][C][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C]
ZIMBKKIFKXTGQN-JGHZNUJTSA-N,CC(C)[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)c1ccc2ccccc2n1)C(C)C,8.8,CHEMBL324747,[C][C][Branch1][C][C][C@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][Branch1][C][C][C]
ZIOWKDUMRNTJAM-UHFFFAOYSA-N,CCC(c1cccc(NC(=O)CCNC(=O)OC(C)(C)C)c1)c1c(O)oc2ccccc2c1=O,6.55,CHEMBL119547,[C][C][C][Branch2][Ring2][C][C][=C][C][=C][C][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][=C][Ring2][Ring1][Ring1][C][=C][Branch1][C][O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O]
ZIPRCBSHTYXVAH-UHFFFAOYSA-N,CCC(C1=C(O)OC(CCc2ccccc2)(CCc2ccccc2)CC1=O)c1cccc(NS(=O)(=O)c2cn(C)cn2)c1,9.0,CHEMBL116965,[C][C][C][Branch2][Ring2][=Branch1][C][=C][Branch1][C][O][O][C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][#Branch1][=O][C][=C][C][=C][C][Branch2][Ring1][Ring1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][N][Branch1][C][C][C][=N][Ring1][=Branch1][=C][Ring1][S]
ZIUYNDNWGWCFJI-OIFRRMEBSA-N,CNc1ccc(S(=O)(=O)[C@@H](CC(C)C)C[C@@H](O)[C@H](Cc2cccc(Br)c2)NC(=O)COc2c(C)cccc2C)cc1,6.43,CHEMBL382924,[C][N][C][=C][C][=C][Branch2][Branch1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][=N][C][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][O][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C][C][=C][Ring2][Ring2][#Branch1]
ZIYQXQAPLNEKRJ-MUGJNUQGSA-N,O[C@H]1C[C@H](Cc2ccccc2)[C@H](O)[C@@H](Cc2ccccc2)C1,2.6989700043360187,CHEMBL90524,[O][C@H1][C][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Branch1]
ZIYUDIRNOHSCOF-QLWXXVCSSA-N,COc1cc(CN2C(=O)N(Cc3ccc(O)c(OC)c3)N(C(=O)CCc3ccc(OC)c(OC)c3)C[C@@H](O)[C@H]2Cc2ccccc2)ccc1O,,CHEMBL371092,[C][O][C][=C][C][Branch2][=Branch1][=Branch1][C][N][C][=Branch1][C][=O][N][Branch1][P][C][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2][N][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C][C][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2][C][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][P][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring2][#C][O]
ZJBRKIRKNPBADJ-SSWFPHBZSA-N,N#Cc1ccc(-n2ccc(CN3CCN(C[C@@H](O)C[C@@H](Cc4cccnc4)C(=O)N[C@H]4c5ccccc5OC[C@H]4O)[C@H](C(=O)NCC(F)(F)F)C3)c2)cc1,10.0,CHEMBL334572,[N][#C][C][=C][C][=C][Branch2][=Branch1][#C][N][C][=C][C][Branch2][=Branch1][Ring2][C][N][C][C][N][Branch2][Ring2][#Branch1][C][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C@H1][Ring1][#Branch2][O][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][Branch1][C][F][Branch1][C][F][F][C][Ring2][Ring2][Branch2][=C][Ring2][Ring2][=C][C][=C][Ring2][Branch1][Ring2]
ZJBUCZFZQXPYFC-AARHSHDHSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,9.6,CHEMBL318003,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O]
ZJBUCZFZQXPYFC-ALQYKWIUSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,6.6,CHEMBL135948,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O]
ZJBUCZFZQXPYFC-CDIAIWBVSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@@H]1O,9.6,CHEMBL21226,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Ring1][=Branch2][O]
ZJBUCZFZQXPYFC-JOFXVPDFSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,9.64,CHEMBL296115,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O]
ZJBUCZFZQXPYFC-KMMGOQOWSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@@H]1O,6.64,CHEMBL2092982,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Ring1][=Branch2][O]
ZJCRACQKNWUFFC-UCWKTGAJSA-N,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,6.9,CHEMBL317103,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][C][C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][C][N][Ring1][#Branch2][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
ZJVPJHWCBDUHLR-GSLQCSQASA-N,CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)c1ncccc1OCSc1ccccc1)C(=O)NCc1nc2ccccc2[nH]1,6.5,CHEMBL1790512,[C][C][C@H1][Branch1][C][C][C@H1][Branch2][Branch1][#Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=N][C][=C][C][=C][Ring1][=Branch1][O][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2]
ZJVPJHWCBDUHLR-IGEDNEKRSA-N,CCC(C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)C(CC1CCCCC1)NC(=O)c1ncccc1OCSc1ccccc1)C(=O)NCc1nc2ccccc2[nH]1,6.85,CHEMBL367066,[C][C][C][Branch1][C][C][C@H1][Branch2][Branch1][#Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=N][C][=C][C][=C][Ring1][=Branch1][O][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2]
ZJWOSCDRPXZBJU-AWAUJLNSSA-N,CC1(C)S[C@H]([C@@H](CO)NC(=O)Cc2ccccc2)N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@@H]([C@@H](CO)NC(=O)Cc2ccccc2)SC1(C)C,6.85,CHEMBL107250,[C][C][Branch1][C][C][S][C@H1][Branch2][Ring1][Ring2][C@@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C@H1][Ring2][Ring1][Ring1][C][=Branch1][C][=O][N][C][C][N][C][=Branch1][C][=O][C@@H1][N][C@@H1][Branch2][Ring1][Ring2][C@@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][Ring2][Ring1][C][Branch1][C][C][C]
