inchikey,smiles,pchembl,chembl_id,selfies
ZKAHZOFVRUTLSI-MUWVYIRNSA-N,CC(C)[C@H](NC(=O)N(C)Cc1nccs1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1nccs1)C(C)C,9.0,CHEMBL432806,[C][C][Branch1][C][C][C@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=N][C][=C][S][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=N][C][=C][S][Ring1][Branch1][C][Branch1][C][C][C]
ZKAHZOFVRUTLSI-UXZVPEPWSA-N,CC(C)[C@H](NC(=O)N(C)Cc1nccs1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1nccs1)C(C)C,9.0,CHEMBL323918,[C][C][Branch1][C][C][C@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=N][C][=C][S][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=N][C][=C][S][Ring1][Branch1][C][Branch1][C][C][C]
ZKAHZOFVRUTLSI-VQMPCVPOSA-N,CC(C)[C@H](NC(=O)N(C)Cc1nccs1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1nccs1)C(C)C,9.0,CHEMBL322805,[C][C][Branch1][C][C][C@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=N][C][=C][S][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=N][C][=C][S][Ring1][Branch1][C][Branch1][C][C][C]
ZKETWNYKASKVLX-NTSWFWBYSA-N,Nc1nc(O)c2ncn([C@H]3C=C(F)[C@H](CO)O3)c2n1,4.0,CHEMBL472673,[N][C][=N][C][Branch1][C][O][=C][N][=C][N][Branch1][#C][C@H1][C][=C][Branch1][C][F][C@H1][Branch1][Ring1][C][O][O][Ring1][Branch2][C][Ring1][=N][=N][Ring2][Ring1][C]
ZKETWNYKASKVLX-WDSKDSINSA-N,Nc1nc(O)c2ncn([C@@H]3C=C(F)[C@H](CO)O3)c2n1,4.42,CHEMBL472672,[N][C][=N][C][Branch1][C][O][=C][N][=C][N][Branch1][#C][C@@H1][C][=C][Branch1][C][F][C@H1][Branch1][Ring1][C][O][O][Ring1][Branch2][C][Ring1][=N][=N][Ring2][Ring1][C]
ZKGUEBCOPNSUPC-SRRKGKDSSA-N,Cn1cc(CN2CCN(C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)NC3c4ccccc4C[C@H]3O)[C@H](C(=O)NC(C)(C)C)C2)ccc1=O,8.66,CHEMBL356205,[C][N][C][=C][Branch2][=Branch1][C][C][N][C][C][N][Branch2][Ring2][=Branch1][C][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][=Branch1][C][=C][C][Ring2][Ring2][=N][=O]
ZKKQXTBHESSSQF-PZUNEJSGSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2CCNC2)cc1,5.59,CHEMBL5420133,[C][O][C][=C][C][=C][Branch2][Ring2][#C][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@@H1][C][C][N][C][Ring1][Branch1][C][=C][Ring2][Ring2][C]
ZKKQXTBHESSSQF-ZKMPZPQNSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCNC2)cc1,5.96,CHEMBL5409097,[C][O][C][=C][C][=C][Branch2][Ring2][#C][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@H1][C][C][N][C][Ring1][Branch1][C][=C][Ring2][Ring2][C]
ZKWKOYXTTRVTSM-NDEPHWFRSA-N,CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccccc1)Cc1ccc(F)cc1F)S(=O)(=O)c1ccc(N)cc1,7.92,CHEMBL359902,[C][C][Branch1][C][C][C][N][Branch2][Ring2][Branch2][C@H1][Branch1][Ring1][C][O][C][C][C][C][N][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]
ZKXPPUAKSSRSJN-FYZVQMPESA-N,Nc1ccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)cc1F,10.44,CHEMBL312674,[N][C][=C][C][=C][Branch2][Branch1][=Branch2][C][N][C][=Branch1][C][=O][N][Branch1][#C][C][C][=C][C][=C][NH1][N][=C][C][Ring1][Branch1][=C][Ring1][=Branch2][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring2][=Branch2][F]
ZLAOMLWJCCKPLL-UHFFFAOYSA-N,O=C(OCCC1COc2cc(O)c(O)cc2C1)c1ccc(O)c(O)c1O,5.2,CHEMBL92138,[O][=C][Branch2][Ring1][Branch2][O][C][C][C][C][O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][C][Ring1][N][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][O]
ZLDCEFJUQCJITH-CCDWMCETSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1COCCN1)S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,6.34,CHEMBL5198164,[C][C][Branch1][C][C][C][N][Branch2][Ring1][#C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][C][O][C][C][N][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2]
ZLEDGBHPLZJCAM-WWBVHEESSA-N,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@]2(C)OCC[C@@H]12,6.698970004336019,CHEMBL323950,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][C][C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][C][N][Ring1][#Branch2][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@H1][C][O][C@@][Branch1][C][C][O][C][C][C@@H1][Ring1][=Branch2][Ring1][=Branch1]
ZLGGLFCORSRTDX-NYDCQLBNSA-N,Cc1cccc(C)c1OCC(=O)NN(Cc1ccccc1)C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1C,8.24,CHEMBL172012,[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][O][C][C][=Branch1][C][=O][N][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C]
ZLHGBKHYWKCUBK-CCDWMCETSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1COCCN1C)S(=O)(=O)c1ccc(NO)cc1,7.57,CHEMBL5199301,[C][C][Branch1][C][C][C][N][Branch2][Ring1][S][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][C][O][C][C][N][Ring1][=Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring1][N][O][C][=C][Ring1][Branch2]
ZLLQBCBNOBPVEX-OUIFVKKZSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN1CCO[C@@H](C)C1)S(=O)(=O)c1ccc(N)cc1,7.55,CHEMBL4636812,[C][C][Branch1][C][C][C][N][Branch2][Ring2][Ring1][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][C][O][C@@H1][Branch1][C][C][C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]
ZLLQBCBNOBPVEX-QGUKFAFCSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN1CCO[C@H](C)C1)S(=O)(=O)c1ccc(N)cc1,7.72,CHEMBL4637468,[C][C][Branch1][C][C][C][N][Branch2][Ring2][Ring1][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][C][O][C@H1][Branch1][C][C][C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]
ZLPXROLFQUPNHI-BQBZGAKWSA-N,Nc1nc(=O)n([C@@H]2C=C(F)[C@H](CO)O2)cc1F,7.75,CHEMBL448849,[N][C][=N][C][=Branch1][C][=O][N][Branch1][#C][C@@H1][C][=C][Branch1][C][F][C@H1][Branch1][Ring1][C][O][O][Ring1][Branch2][C][=C][Ring1][#C][F]
ZLPXROLFQUPNHI-NKWVEPMBSA-N,Nc1nc(=O)n([C@H]2C=C(F)[C@H](CO)O2)cc1F,4.52,CHEMBL2367894,[N][C][=N][C][=Branch1][C][=O][N][Branch1][#C][C@H1][C][=C][Branch1][C][F][C@H1][Branch1][Ring1][C][O][O][Ring1][Branch2][C][=C][Ring1][#C][F]
ZLRCKGCSBDTDGQ-UHFFFAOYSA-N,CC1(C)CC2(CC(C)(C)c3cc(C=O)c(O)cc32)c2cc(O)c(C=O)cc21,5.22,CHEMBL417029,[C][C][Branch1][C][C][C][C][Branch2][Ring1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch1][Ring1][C][=O][=C][Branch1][C][O][C][=C][Ring1][=Branch2][Ring1][=C][C][=C][C][Branch1][C][O][=C][Branch1][Ring1][C][=O][C][=C][Ring1][=Branch2][Ring2][Ring1][#Branch2]
ZLSNKTCBGPUFEX-UHFFFAOYSA-N,N#Cc1cccc(OCCCc2c(O)c3ccccc3oc2=O)c1,6.17,CHEMBL91025,[N][#C][C][=C][C][=C][C][Branch2][Ring1][#Branch1][O][C][C][C][C][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][O][=O][=C][Ring2][Ring1][=Branch1]
ZLURWBVMXHZATQ-YRSICMOKSA-N,CNC(=O)C(NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)NC(C(=O)NC)c1cccc(F)c1)c1cccc(F)c1,7.09,CHEMBL333286,[C][N][C][=Branch1][C][=O][C][Branch2][Branch1][P][N][C][=Branch1][C][=O][C@H1][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1]
ZLXZQYNQGPJTEK-RWSKJCERSA-N,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)OCc1ccccc1)NC(=O)OC(C)(C)C,6.0,CHEMBL441894,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][S][C][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C]
ZLYKUIUJEAYAOR-UHFFFAOYSA-N,O=c1oc(-c2ccccc2)cc(O)c1C(SC1CCCC1)C1CCCC1,6.65,CHEMBL5273530,[O][=C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][Branch1][C][O][=C][Ring1][=N][C][Branch1][=Branch2][S][C][C][C][C][C][Ring1][Branch1][C][C][C][C][C][Ring1][Branch1]
ZLZGIYAFITZTMM-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(CCc3scnc3C(C)C)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,9.1,CHEMBL75070,[C][C][=C][C][Branch2][Ring2][=Branch1][S][C][=C][Branch1][C][O][O][C][Branch1][#C][C][C][C][S][C][=N][C][=Ring1][Branch1][C][Branch1][C][C][C][Branch1][=Branch1][C][Branch1][C][C][C][C][C][Ring2][Ring1][Ring2][=O][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring2][Ring1][S][C][O]
ZMCHKNNDNNGSJX-AJCBRVGASA-N,CC(=O)NC(CC(C)C)C(=O)N[C@@H](Cc1ccccc1)/C(O)=C(\C#N)S(=O)(=O)c1ccccc1,3.8181564120552274,CHEMBL279988,[C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][/C][Branch1][C][O][=C][Branch1][Ring1][\C][#N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]
ZMEZVEKRVHZMJM-UWNKZCSISA-N,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)OC,,CHEMBL125161,[C][O][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C]
ZMFHNCVDMWBAAD-XQEDHEKISA-N,CCC(C)[C@@H](NC(=O)C(NC(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(N)=O)c1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,5.68,CHEMBL193943,[C][C][C][Branch1][C][C][C@@H1][Branch2][=Branch1][#Branch2][N][C][=Branch1][C][=O][C][Branch2][Branch1][=Branch2][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Branch2][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][N][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O]
ZMFRGKSKAUYBMV-UHFFFAOYSA-N,O=c1oc2ccccc2c(O)c1CCCN(Cc1ccccc1)c1ccccc1,4.89,CHEMBL313331,[O][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=C][Ring1][O][C][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
ZMGRSVYTEJGXPC-NHKHRBQYSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3cccc(F)c3)C(=O)O2)cc1,10.1,CHEMBL219696,[C][O][C][=C][C][=C][Branch2][Branch1][=C][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][C][N][Branch1][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][Ring1][=N][C][=C][Ring2][Ring2][=Branch2]
ZMHLFTWXZHATIC-SKXFTCKDSA-N,CCCOC[C@@H]1NC(=O)[C@@H](NC(=O)OC(C)(C)C)CCCCOc2ccc(cc2)C[C@@H]([C@H](O)CN(CCC(C)C)S(=O)(=O)c2ccc(NC(C)=O)cc2)NC1=O,7.35,CHEMBL126363,[C][C][C][O][C][C@@H1][N][C][=Branch1][C][=O][C@@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C@@H1][Branch2][Ring2][#Branch1][C@H1][Branch1][C][O][C][N][Branch1][Branch2][C][C][C][Branch1][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=C][Ring1][#Branch2][N][C][Ring2][Branch1][C][=O]
ZMHWWIZQCAPMQI-BXWFABGCSA-N,CC(C)(C)NC(=O)[C@@H]1CSCN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CCC(=O)O,,CHEMBL167412,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][C][S][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O]
ZMJMEUBMSJAGCT-FOCLMDBBSA-N,CC(C)(C)NC(=O)c1ccccc1/C=C/C(O)Cc1ccccc1C(=O)NC(C)(C)C,3.6989700043360183,CHEMBL96897,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][/C][=C][/C][Branch1][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C]
ZMJUWFXCWLDAKQ-PSWJWLENSA-N,COC(=O)c1ccc(CN2[C@@H](COc3ccccc3)[C@@H](O)[C@H](O)[C@H](COc3ccccc3)N(Cc3ccc(CO)cc3)S2(=O)=O)cc1,8.14,CHEMBL3350103,[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Branch1][=N][C][N][C@@H1][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][=C][C][C][=C][C][=C][Branch1][Ring1][C][O][C][=C][Ring1][Branch2][S][Ring2][Ring2][C][=Branch1][C][=O][=O][C][=C][Ring2][Ring2][O]
ZMJUWFXCWLDAKQ-WZJLIZBTSA-N,COC(=O)c1ccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3ccc(CO)cc3)S2(=O)=O)cc1,7.72,CHEMBL149862,[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Branch1][=N][C][N][C@H1][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][=C][C][C][=C][C][=C][Branch1][Ring1][C][O][C][=C][Ring1][Branch2][S][Ring2][Ring2][C][=Branch1][C][=O][=O][C][=C][Ring2][Ring2][O]
ZMLZLWMYQDSDEB-VPWBKDPUSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)C[C@H]2CO[C@H]3OCC[C@@H]23)cc1,9.55,CHEMBL256107,[C][O][C][=C][C][=C][Branch2][Branch1][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C@H1][C][O][C@H1][O][C][C][C@@H1][Ring1][Branch2][Ring1][Branch1][C][=C][Ring2][Ring2][Branch1]
ZMNUYIKTJGCNHC-PMERELPUSA-N,Cc1ccc(S(=O)(=O)N(CCCC[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)CC(C)C)cc1,8.7,CHEMBL263233,[C][C][=C][C][=C][Branch2][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch2][Ring2][Branch2][C][C][C][C][C@H1][Branch2][Ring1][O][N][C][=Branch1][C][=O][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C][C][=C][Ring2][Ring2][Branch2]
ZMPYEWBSIIOTIB-QKLPRUSNSA-N,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](C(N)=O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)[C@H](C)O)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,4.89,CHEMBL1790138,[C][C][Branch1][C][C][C][C@H1][Branch2][=Branch1][Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C@H1][Branch1][C][C][O][C][=Branch1][C][=O][N][Branch1][C][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O]
ZMQKWUQVVAYQBU-XYSDGCRESA-N,O=C1N(Cc2cccc(/C=N\O)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(/C=N/O)c1,11.0,CHEMBL305125,[O][=C][N][Branch1][#C][C][C][=C][C][=C][C][Branch1][Ring2][/C][=N][\O][=C][Ring1][=Branch2][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][P][C][C][=C][C][=C][C][Branch1][Ring2][/C][=N][/O][=C][Ring1][=Branch2]
ZMTSUDMDVPYUFD-BJKOFHAPSA-N,COc1ccc(S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)OCC(C)C)cc1,8.4,CHEMBL190779,[C][O][C][=C][C][=C][Branch2][Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch2][Ring1][S][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][O][C][C][Branch1][C][C][C][C][=C][Ring2][Ring2][C]
ZMVQTFDECGHPLO-ACRUOGEOSA-N,CNC(=O)N(C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1,,CHEMBL99027,[C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
ZMVQTFDECGHPLO-PCCBWWKXSA-N,CNC(=O)N(C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1,,CHEMBL95342,[C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
