inchikey,smiles,pchembl,chembl_id
FJJMMLZBKOBRAP-ZILBYDESSA-N,Cc1ccc(Cl)cc1N1CCN(Cc2nnn([C@@H](Cc3ccccc3)[C@H](Cc3ccccc3)NC(=O)OC3CCCC3)c2[C@@H](C)O)CC1,7.55,CHEMBL405393
FJTZZWXWVCYKTN-UHFFFAOYSA-N,CCCC(CCc1ccccc1)C1CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)C(=O)O1,8.92,CHEMBL5646928
FJVQTSLWKQYTDJ-UHFFFAOYSA-N,CCCCCCc1cc2c(cc1O)OC(=O)C(C(c1ccccc1)c1c(O)oc3cc(O)c(CCCCCC)cc3c1=O)C2O,6.5,CHEMBL64802
FJWVGEMWYQYGGB-MDOFDWFASA-N,Nc1cccc(N2C(=O)N(Cc3cccc(C(=O)Nc4nc5ccccc5[nH]4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,10.64,CHEMBL313288
FJZDIYKKNUTULN-UKILVPOCSA-N,COC(=O)N[C@H](Cc1ccccc1)C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1,7.92,CHEMBL2374441
FKBIHVRNEQVVTP-RWSKJCERSA-N,Cc1ccc(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)c2ccc3ccccc3n2)c(C(=O)NC(C)(C)C)c1,8.47,CHEMBL27120
FKDHOENKKMWEMD-LJAQVGFWSA-N,CC(C)CCN([C@H](CO)CCCCNC(=O)N(Cc1ccc([N+](=O)[O-])cc1)Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(N)cc1,8.66,CHEMBL182766
FKIYYMDJPJWJPG-PMFOINFDSA-N,Cc1cc(N)cc(C)c1SCC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1COC2OCCC21,,CHEMBL121244
FKMNQBOIFQLSQU-ZJNYEDAQSA-N,O=C(NC1c2ccccc2C[C@H]1O)[C@H](O)C[C@@H](O)[C@@H](Oc1ccccc1)C(=O)NC1c2ccccc2C[C@@H]1O,8.85,CHEMBL425182
FKTMHPFYSWFORA-UHFFFAOYSA-N,O=c1c2c(oc(O)c1C(c1cccc(CS(=O)(=O)c3ccccn3)c1)C1CC1)CCCCCC2,8.72,CHEMBL129802
FKUHCZHJZWOCRL-UHFFFAOYSA-N,CN(C)c1ccc(S(=O)(=O)Nc2cccc(C(c3c(O)c4c(oc3=O)CCCCCC4)C3CC3)c2)cc1,8.55,CHEMBL280447
FKWYXAHMWIBZLY-XYLWZMBHSA-N,CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)C,7.920818753952375,CHEMBL325778
FLBNHAAZXHSFDC-XNRUEXPGSA-N,COc1ccc(CN[C@@H](C(=O)NCC(=O)NCc2nc3ccccc3[nH]2)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)cc1,-1.1899999999998645,CHEMBL343221
FLCJUYJOFGNZSU-VEJIKZNJSA-N,CC(C)[C@H](NC(=O)[C@H](NCc1ccccc1)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)C)C(=O)NCc1ccccc1,8.04,CHEMBL104966
FLCKUBUGOFHCRF-RHIIWVEJSA-N,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@H]1Cc2ccc(cc2)OCCCNC(=O)[C@H](C(C)C)NC1=O)C(C)C,8.22,CHEMBL74166
FLCNWWNUGQKUHZ-HZXDSJTNSA-N,C/C(=N\O)c1cccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3cccc(/C(C)=N/O)c3)S2(=O)=O)c1,8.47,CHEMBL150626
FLCNWWNUGQKUHZ-VRSCTURYSA-N,C/C(=N/O)c1cccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3cccc(/C(C)=N\O)c3)S2(=O)=O)c1,8.47,CHEMBL133517
FLLVQQRJCGBSNV-XFASLETNSA-N,CC(C)(c1ncc(-c2ccc(F)cc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2nnco2)C(=O)N[C@H]2CCOC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,10.7,CHEMBL364407
FLTCZMSMDPMVLJ-YXOGWZJSSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(OCCO)cc1)C(=O)N[C@@H]1CCc2ccccc21,-2.889999999999999,CHEMBL359271
FLTPDHPPJUGGHC-KQQMQGIYSA-N,[N-]=[N+]=N[C@@H](Cc1ccccc1)[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc2ccc3ccccc3c2)C(=O)N1Cc1ccc2ccccc2c1,6.48,CHEMBL288045
FLWNJUFVMJEULB-UHFFFAOYSA-N,CC(C)c1ccccc1SC1=C(O)OC(CCCCC(N)=O)(c2ccccc2)CC1=O,7.04,CHEMBL163941
FLXJBUOVWCSFOC-WESAGZJESA-N,O=C1N(Cc2ccc3[nH]nc(N4CCCC4)c3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2[nH]nc(N3CCCC3)c2c1,8.89,CHEMBL348841
FMAMKDNQKWPDMG-UHFFFAOYSA-N,CC(C)(C)N(CCO)C(=O)c1ccccc1CC(O)CSc1ccccc1C(=O)N(CCO)C(C)(C)C,4.75,CHEMBL433212
FMBNUGXKRDKOQN-ZROLIBMPSA-N,COc1ccc(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)c(OC)c1,6.98,CHEMBL58606
FMIUAZWGOLVUSE-QTRQOAAHSA-N,COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(C)C,7.19,CHEMBL3350212
FMIUAZWGOLVUSE-XNMCRROZSA-N,COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(C)C,8.47,CHEMBL3350215
FMMHYWMOZXVKBQ-UHFFFAOYSA-N,O=C(O)CCCCC1(c2ccccc2)CC(O)=C(SCCc2ccccc2)C(=O)O1,5.3,CHEMBL5270593
FMNBKUDRCXZAOF-UHFFFAOYSA-N,O=C(Oc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12)c1ccc(-c2ccc(C(=O)Oc3cc(S(=O)(=O)O)cc4cc(S(=O)(=O)O)ccc34)cc2)cc1,5.47,CHEMBL430447
FMPMJVJLQMRBAG-KMDXXIMOSA-N,CC(C)CNC(=O)N(C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1,5.82,CHEMBL134127
FMROKUKFSAXFKK-LXQNXJGFSA-N,CC(C)CCN(C[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCCCC(=O)N[C@@H](C(C)C)C(=O)N1)S(=O)(=O)c1ccccc1,9.4,CHEMBL288836
FMUKOOMJZFZAGO-LWSSLDFYSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(O)cc1)[C@@H](O)[C@@H]1CCC[C@H]1C(=O)NCc1ccccc1,6.23,CHEMBL107259
FMUKOOMJZFZAGO-MXXWWZHRSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(O)cc1)[C@@H](O)C1CCCC1C(=O)NCc1ccccc1,6.23,CHEMBL136707
FMXBKULTDJROFI-HEVIKAOCSA-N,O=C(N[C@@H](Cc1ccccc1)[C@H](Cc1ccccc1)n1cc(CN2CCN(c3cc(Cl)cc(Cl)c3)CC2)nn1)OC1CCCC1,,CHEMBL386944
FMYRCIGLIZSSOW-XKYRDILXSA-N,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C[S+]([O-])c1ccc(F)cc1)NS(C)(=O)=O,9.42,CHEMBL11421
FMYWCUIVCBKGPB-CJRSTVEYSA-N,C=CCN1C(=O)N(CC=C)[C@H]([C@@H](F)Cc2ccccc2)[C@H]1[C@@H](F)Cc1ccccc1,5.6,CHEMBL358797
FMZBEPMTBRXYIO-PPHPCMLKSA-N,COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCc2nc3ccccc3[nH]2)c2ccccc2)[C@H](O)[C@@H](N)Cc2ccccc2)cc1,-1.949999999999978,CHEMBL343669
FNAOYCAQGJSKSQ-QODXOHEASA-N,COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN(CCc2ccccc2)C(=O)OC2CCCSC2)cc1,6.52,CHEMBL121023
FNBWLOUOKMEBCL-KYJUHHDHSA-N,CCOC(=O)N1CCN(Cc2cn([C@@H](Cc3ccccc3)[C@H](Cc3ccccc3)NC(=O)OC3CCCC3)nn2)CC1,,CHEMBL411762
FNDCTIJEBNYHCS-ZCCOPBOASA-N,CC(C)(C)NC(=O)[C@H](Cc1ccccc1)NCC(O)[C@@H]1Cc2ccc(cc2)OCCCC(=O)NC(CC(N)=O)C(=O)N1,4.99,CHEMBL431219
FNDWXVHOZBTSTH-XTEPFMGCSA-N,COc1ccc(CC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(SC)cc2)cc1O,8.03,CHEMBL5414725
FNTQXASNMYZUHY-HBEKHWMPSA-N,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCCOC1,6.41,CHEMBL327277
FNTQXASNMYZUHY-YECVLQETSA-N,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCCOC1,6.51,CHEMBL321571
FNVKNXUOXYUBDJ-RPFZUVJRSA-N,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCNC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC2CCCCC2)NC1=O,9.55,CHEMBL5199920
FNYFCMKBTSFCJY-AOYPEHQESA-N,COc1ccc(CN2C[C@@H](O)[C@@](Cc3ccc(F)cc3)(c3ccc(S(C)(=O)=O)cc3)C2=O)cc1,4.11,CHEMBL5177981
FNYFCMKBTSFCJY-AZGAKELHSA-N,COc1ccc(CN2C[C@H](O)[C@@](Cc3ccc(F)cc3)(c3ccc(S(C)(=O)=O)cc3)C2=O)cc1,4.27,CHEMBL5202105
FOAJMQHXXJTFOK-GNTRJKDVSA-N,C[C@@H]1CC[C@@H](O)[C@H]1N1CC[C@@](Cc2ccccc2)(C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C1=O,7.85,CHEMBL146361
FOBRXMROTNVGST-CXPJILFNSA-N,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(-c2cccnc2)cc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccc(-c2cccnc2)cc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C,9.52,CHEMBL123850
FOEKUOOABOINMH-RNATXAOGSA-N,Cc1csc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5nc(C)cs5)c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)c2)n1,10.6,CHEMBL86398
FOMKYBOVQHZDRZ-HSXKJBDKSA-N,CC[C@H](C)[C@@H](NC(=O)[C@H]([C@H](C)O)N(C)C(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(=O)NC(CO)C(N)=O,6.7,CHEMBL1791331
FOPISBKKKVDXOY-WUFINQPMSA-N,CSc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cc2cccc(O)c2)cc1,8.66,CHEMBL5419032
FOPJEVCXMWTXGE-WIHCDAFUSA-N,CC(=O)N[C@H](CS(=O)(=O)c1ccc2ccccc2c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,9.52,CHEMBL277985
FOPJEVCXMWTXGE-XFCANUNOSA-N,CC(=O)N[C@@H](CS(=O)(=O)c1ccc2ccccc2c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,9.49,CHEMBL276379
FOPUPOPZBNTTAY-PXLJZGITSA-N,Cc1cccc(N2CCN(Cc3cn([C@@H](Cc4ccccc4)[C@H](Cc4ccccc4)NC(=O)OC4CCCC4)nn3)CC2)c1,,CHEMBL217677
FOTUTNCSOOSESX-IYRBUBHYSA-N,CC(C)c1nc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)OCc2cnc(C(C)C)s2)C(C)C)cs1,8.82,CHEMBL351145
FOUHEJAAKYFIAE-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(CCc3ccc(O)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NC(=O)c1ccccn1,8.21,CHEMBL38236
FOVRWBMYYSFRJC-VPZGHRDASA-N,Nc1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccc4c(c3)CCO4)[C@H](O)[C@@H](O)[C@H]2Cc2ccc3c(c2)CCO3)c1,9.96,CHEMBL432666
FPBNNSINPSSWEU-NAQZFRNDSA-N,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CCC(=O)NC(c1ccncc1)c1cc2ccccc2[nH]1,,CHEMBL15539
FPBRNORXTMGALG-DWMPUDJYSA-N,CNc1nc2ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)cc2o1,9.05,CHEMBL193429
FPCWIZSRYXQTTQ-PXQDMKDRSA-N,CNCCCCC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1ccccc1,6.44,CHEMBL307682
FPCXMILVEIMFDV-QHCPKHFHSA-N,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)CSc2ccccc2)C(=O)O)cc1,7.75,CHEMBL342439
FPIGOBKNDYAZTP-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(OCC2CO2)cc1,1.9586073148417746,CHEMBL33775
FPMJAYKSEQAMBK-AVMHPXDQSA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](CO)[C@H](Cc1ccccc1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)(C)C,7.8,CHEMBL98878
FPMJAYKSEQAMBK-KMMYLLDISA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@@H](CO)[C@H](Cc1ccccc1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)(C)C,,CHEMBL97511
FPOGADOXSWEXEE-MKFOZSQESA-N,CC(C)(C)NC(=O)C1N(C[C@H](O)CNC(=O)[C@@H]2N[C@@H](C(NC(=O)Cc3ccccc3)C(=O)NCc3ccccc3)SC2(C)C)C(C)(C)SC1(C)C,7.03,CHEMBL331232
FPOGADOXSWEXEE-UECIDJMMSA-N,CC(C)(C)NC(=O)C1N(C[C@@H](O)CNC(=O)[C@@H]2N[C@@H](C(NC(=O)Cc3ccccc3)C(=O)NCc3ccccc3)SC2(C)C)C(C)(C)SC1(C)C,6.72,CHEMBL122104
FPWMFFCUHJOZBC-NDEPHWFRSA-N,CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1ccccc1[N+](=O)[O-])c1ccccc1)S(=O)(=O)c1ccc(N)cc1,8.82,CHEMBL343709
FPYHAKNPKVBPDB-VCWUXMPISA-N,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C[C@]1(Cc2ccccc2)N=CC(C2CNC(=O)c3ccccc32)=C1O)O[C@H]1CCOC1,8.24,CHEMBL300812
FPYHAKNPKVBPDB-VHGZSVTHSA-N,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C[C@]1(Cc2ccccc2)N=CC([C@@H]2CNC(=O)c3ccccc32)=C1O)O[C@H]1CCOC1,8.24,CHEMBL371678
FPZKWUIFHRLYBJ-JXAWBTAJSA-N,CCCCCCC/N=C1/C(=O)c2ccccc2C(O)=C1O,4.48,CHEMBL82611
FQCBFCKBIMOEJL-JIDSLHQUSA-N,C=C/C=C\C=C\[PH](=O)/C=C/C,,CHEMBL174100
FQLDYRIDUMTKQK-HEVIKAOCSA-N,O=C(N[C@@H](Cc1ccccc1)[C@H](Cc1ccccc1)n1cc(CN2CCN(c3ccc(C(F)(F)F)cc3)CC2)nn1)OC1CCCC1,,CHEMBL386942
FQOXMRRQBBZVMU-UHFFFAOYSA-N,Cc1c(SC2=C(O)OC(CCc3ccccc3)(c3ccccc3)CC2=O)sc2ccccc12,7.13,CHEMBL64513
FQPARCNDEVBDON-RJGXRXQPSA-N,CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CSc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,7.72,CHEMBL423648
FQPGLEJBVZRHEH-WKDJKUHSSA-N,Cc1cccc(Cl)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)CSC1(C)C,10.52,CHEMBL52669
FQPNLMNCKGAUBA-VMPREFPWSA-N,O=C(Cc1cccc2ccccc12)Nc1ccccc1CN1C[C@H](O)[C@@H](O)CN(Cc2ccccc2Br)S1(=O)=O,6.55,CHEMBL5272445
FQRHSQLWVCSBGV-CYYURVCXSA-N,CC[C@H](C)[C@@H](NC(=O)c1cccc(CNC(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CC(=O)N[C@@H](Cc2ccccc2)C(=O)O)C(N)=O)c1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,,CHEMBL1791337
FQRSFLXHOQMVBD-UHFFFAOYSA-N,CCC(C1=C(O)OC2CCCCCCC2C1=O)c1ccccc1,5.92,CHEMBL423528
FQVDPBOYBRUWOX-UHFFFAOYSA-N,CC(C)c1ccccc1SC1=C(O)OC(CCCC(=O)NCc2ccccc2)(c2ccccc2)CC1=O,7.09,CHEMBL159602
FQWCTMAHSVLUKL-ZRTHHSRSSA-N,Nc1cccc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3cccc(N)c3)N(Cc3ccccc3)C(=O)N2Cc2ccccc2)c1,8.55,CHEMBL443792
FRDPTRCZEMXIAQ-UHFFFAOYSA-N,COP1(=O)C(Cc2ccccc2)NC(=O)NC1Cc1ccccc1,,CHEMBL86393
FRDXWSPCQJVMNT-VZGAZVJKSA-N,CC(C)[C@H](NC(=O)[C@@H](NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)C(C)C)C(N)=O,10.4,CHEMBL74041
FRHFLEGPHNWAPF-SGKSPPFLSA-N,COCCOCCOc1ccccc1C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@H](O)[C@H](C(=O)N[C@H]1c2ccccc2CC1O)C(C)C,6.7,CHEMBL355815
FRHWYFZVKASZPF-NWGXSNPTSA-N,COc1ccc(CN[C@@H](C(=O)N[C@H]2c3ccccc3CC2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)c2cn3cccnc3n2)C(C)(C)C)cc1,-1.3600000000000438,CHEMBL357150
FRIPPNBCKDHEHW-OKCSSABNSA-N,COC(=O)NC(C(=O)NN(Cc1ccc(OC)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C,7.51,CHEMBL320783
FRQKSISUCDLORR-PMCHYTPCSA-N,CCC[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)C(=O)NCc1ccccc1,3.3979400086720375,CHEMBL87633
FRSAXEPCYIKYSK-PWLMHSIJSA-N,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CCCOc1cccc(OCCCC(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)OC)C(C)O)n1)C(C)O,5.0,CHEMBL442133
FRSDMEGKPBJXDX-GMKPQLIGSA-N,CC(C)(C)NC(=O)[C@@H]1CN(S(C)(=O)=O)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,8.8,CHEMBL432101
FSFMSQDLEGJAJG-PQFLWIRSSA-N,COc1ccc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3ccc(OC)c(OC)c3)N(Cc3ccccc3)C(=O)N2Cc2ccccc2)cc1OC,8.19,CHEMBL285948
FSHUUSFSAWCFAT-ZRTHHSRSSA-N,CCCCCCCN1C(=O)N(CCCCCCC)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,6.58,CHEMBL432190
FSNSRNCFARXZOP-NFSPSGFISA-N,O=C(NC1c2ccccc2C[C@H]1O)[C@H](OCc1cccc(F)c1)[C@H](O)[C@@H](O)[C@@H](OCc1cccc(F)c1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,8.15,CHEMBL320936
FSOOXQRRZAINCT-HJYQAKJLSA-N,O=C(NC(Cc1ccccc1)C(O)CN1C/C=C\CCCCCCCCOC1=O)O[C@H]1CO[C@H]2OCC[C@H]21,6.9,CHEMBL302689
FSQSJCNROUMWQT-BCJPODAPSA-N,CC(C)[C@@H]1NC(=O)[C@@H]([C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CSc2nncn2C)C(C)(C)C)NCc2ccc(cc2)OCCOCCNC1=O,7.96,CHEMBL323763
FSUKZRKFYMKCBB-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(CCc3c[nH]cn3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,7.16,CHEMBL305845
FSVSWCZZFVGZHB-ZEWNOJEFSA-N,CCOC(=O)[C@H]1O[C@@H]1C(=O)N(CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)CCc1ccccc1)C(C)C,,CHEMBL38029
FSYWBBGSAWECCQ-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc(O)c1Sc1ccccc1,5.52,CHEMBL310487
FSZBMUOHARLJDN-AEAWEUCCSA-N,CC(=O)N[C@H](CSCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,8.22,CHEMBL99081
FTARTHFTPFFKDG-MLWNUPPKSA-N,O=C(NC1c2ccccc2C[C@H]1O)[C@H](Sc1cccs1)[C@H](O)[C@@H](O)[C@@H](Sc1cccs1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,9.3,CHEMBL325074
FTBLXBYPPSJOGB-NDEPHWFRSA-N,CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccccc1)Cc1cccc2c1OCO2)S(=O)(=O)c1ccc(N)cc1,8.27,CHEMBL181544
FTEGNCQZPKADDA-UHFFFAOYSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C2CCCCCCCOc3c(O)cccc3C(=O)N2)cc1,9.0,CHEMBL191880
FTEHSNJNOHRKJC-KEJKRZOFSA-N,CO[C@@H]1OC(CNC(=O)OCc2ccccc2)[C@@H](O)C(OCc2ccccc2)[C@H]1O,5.33,CHEMBL50563
FTEJGRLYHLPOKX-XDZXDJIYSA-N,N#CN=C1N(CC2CC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CC1,7.66,CHEMBL36118
FTGKBDGHVLTNIC-STXQHDJLSA-N,CCCCc1cnc([C@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)s1,4.58,CHEMBL78534
FTHFJGFKNXVAMG-UHFFFAOYSA-N,O=C(NC(C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)NCc1ccccc1)C1CCCC1)OCc1ccccc1,8.22,CHEMBL82829
FTHSWMJRJFIQII-VXQZLCMQSA-N,CC(C)C(NC(=O)OCc1cnco1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)OCc1cccnc1,,CHEMBL352020
FTNYZEKSGWZDIC-XPGKHFPBSA-N,CC(C)CN1C(=O)N(CC(C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,7.31,CHEMBL86874
FTSVRSRPVCKWHD-UHFFFAOYSA-N,CCC1(N(CCO)C(=O)c2ccccc2CCC(O)Cc2ccc(C)cc2C(=O)N(CCC(O)CO)C(C)(C)c2ccccc2)CCCC1,8.0,CHEMBL97487
FTXYCWMJEMWJLE-CKQKDGPYSA-N,Cc1cccc(C)c1N(C)CC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1COC2OCCC21,,CHEMBL331624
FUDUYBXLEUOWMF-KZNAEPCWSA-N,O=C1N[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1,6.01,CHEMBL36481
FUNHUZBVXZMKIB-ITQNFCAKSA-N,COc1cncc(-c2cnc(C(C)(C)N3CCN(C[C@@H](O)C[C@@H](Cc4nnco4)C(=O)N[C@H]4CCOC[C@H]4O)[C@H](C(=O)NCC(F)(F)F)C3)o2)c1,9.62,CHEMBL434342
FURDJWVBJDISJQ-AVGMXXAGSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)C(=O)NCc1nc2ccccc2[nH]1,7.52,CHEMBL2114445
FURDJWVBJDISJQ-DDIISEAMSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)C(=O)NCc1nc2ccccc2[nH]1,7.52,CHEMBL2115378
