inchikey,smiles,pchembl,chembl_id
SSYDIFHZEHNFNF-WEZIJMHWSA-N,Cc1ccc(Cl)cc1N1CCN(Cc2cn([C@@H](Cc3ccccc3)[C@H](Cc3ccccc3)NC(=O)NC(C)C)nn2)CC1,,CHEMBL413624
SSZTUGHAEIWGNG-ILMLRKPHSA-N,CC(C)[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccccc1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,7.99,CHEMBL106172
STAPWWDAQQBQRD-SQFUYFLRSA-N,CC(C)C(NC(=O)OCc1nccs1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)OCc1cccnc1,,CHEMBL158118
STAQXBCHGVFYGC-UHFFFAOYSA-N,CCC(C1=C(O)OC2CCCCCC2C1=O)c1cccc(NS(=O)(=O)c2ccc(C#N)cc2)c1,9.72,CHEMBL335737
STHYWTNVNDGESC-KUFDTJSHSA-N,O=C(Nc1cccc(CN2C(=O)N(Cc3cccc(NC(=O)c4nccs4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1)c1nccs1,10.52,CHEMBL324293
STNCLJJKCWRSSW-VNXDFUDDSA-N,CC(C)[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(=O)NCP(=O)(CNC(=O)[C@@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(C)C)NN,8.07,CHEMBL275123
STOLNPJKXCPOCG-UHFFFAOYSA-N,O=S(=O)(c1ccccc1)c1c(C2=NCCS2)[nH]c2ccc(Cl)cc12,7.78,CHEMBL144742
STVNKKOOXDKKFM-CXJNCMCBSA-N,CC(C)[C@H](NC(=O)N(C)Cc1cscn1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1csc(N)n1)C(C)C,9.0,CHEMBL267793
SUAZWJQYWCFWLY-UWBRHEQDSA-N,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)COc1cccc2ccccc12)[C@@H](C)O)C(C)C)C(=O)N(C)c1ccccn1,8.0,CHEMBL2304003
SUBZNMVLANXAJT-PMERELPUSA-N,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@H](CO)CCCCNC(=O)N(Cc2ccccc2)Cc2ccccc2)cc1,7.82,CHEMBL182802
SUCAXGSGNNHZQG-MPLXNUKASA-N,COc1ccc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)nc1,,CHEMBL265748
SUCYAUZPQYFWRI-CHLMOITFSA-N,Cc1ccc(C(=O)N[C@@H](Cc2ccc(C(F)(F)F)cc2)[C@H](O)C(=O)N2C[C@@H](Cl)C[C@H]2C(=O)NC(C)(C)C)c(C)c1O,8.2,CHEMBL117769
SUHHNRIIYRQSGN-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(CCc3ccc(O)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1OS(=O)(=O)c1ccccc1,7.98,CHEMBL353812
SUJUHGSWHZTSEU-FYBSXPHGSA-N,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,11.096910013008056,CHEMBL222559
SUNJVZWWPUGLHW-IVDANQHDSA-N,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)Nc1cccc(O)c1,5.0,CHEMBL1761676
SUNLZCOGAOLQGZ-UHFFFAOYSA-N,O=c1oc2ccccc2c(O)c1CCCOC1CCCCC1,4.5,CHEMBL91457
SURWJUSOPZODJW-GJAPSMEESA-N,O=C(N[C@H]1CCCC[C@@H]1NC(=O)[C@H](Cc1ccccc1)CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1ccc2ccccc2n1)c1ccc2ccccc2n1,7.4,CHEMBL345868
SUVMGYUHKSTITP-CAXFYQCDSA-N,CSc1ncccc1CN1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)NC2c3ccccc3C[C@H]2O)[C@H](C(=O)NC(C)(C)C)C1,9.59,CHEMBL112257
SUWZZIGEIQEHBP-UHFFFAOYSA-N,CCCC(C(=O)NCC(=O)OC)N1C(=O)C(C)C1C(=O)OCc1ccccc1,,CHEMBL195528
SUXVPHKLQQOPHJ-XLTUSUNSSA-N,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H](C(=O)NC)c1ccccc1)c1ccccc1,8.64,CHEMBL124093
SVOHWMZXBFVEHY-DQDWUXFNSA-N,COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CCCOc1ccc2ccc(OCCCC(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)OC)C(C)C)C(C)C)cc2c1)C(C)C)C(C)C,6.251811972993799,CHEMBL412382
SVOQXPAYMCCLQV-UHFFFAOYSA-N,COc1ccccc1OCCCc1c(O)oc2ccccc2c1=O,4.36,CHEMBL89631
SVQUUEFIDFFTPC-LNNQXIIWSA-N,NC(=O)c1cccc(C[C@H]2C[C@H](Cc3ccccc3)N(C[C@@H](O)C[C@@H](Cc3ccc(OCCO)cc3)C(=O)NC3c4ccccc4C[C@H]3O)C2=O)c1,10.3,CHEMBL364878
SVRZMLZCBKLXGX-UJNSZXMOSA-N,COc1ccc(CCN(C[C@@H](O)[C@@H]2Cc3ccc(cc3)OCCCCCC(=O)N[C@@H](C(C)C)C(=O)N2)S(=O)(=O)c2ccc(N)cc2)cc1,8.52,CHEMBL42715
SVUKPVAZOQBBLZ-JBOPEPDTSA-N,CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2cccc(C(C)=O)c2)C(=O)O1)S(=O)(=O)c1ccc(OC)cc1,9.63,CHEMBL445983
SVVXDFTZAHOHRB-URLMMPGGSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cc2cccc(OC)c2)cc1,8.16,CHEMBL5398588
SWAZSGNAVNETKR-LOSJGSFVSA-N,O=[N+]([O-])c1ccc(S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NCCN2CCOCC2)C2CC2)cc1,6.21,CHEMBL4642575
SWEIZPQRQFMWKO-CMOCDZPBSA-N,OC[C@]1(Cc2ccccc2)C[C@H](O)C[C@](CO)(Cc2ccccc2)[C@H]1O,4.32,CHEMBL314082
SWEIZPQRQFMWKO-LRSLUSHPSA-N,OC[C@]1(Cc2ccccc2)C[C@H](O)C[C@](CO)(Cc2ccccc2)[C@@H]1O,3.0809219076239263,CHEMBL329618
SWJSIAZKWPALMA-JBJNICSNSA-N,C[S+]([O-])c1ccc(C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@H]2c3ccccc3C[C@H]2O)cc1,9.29,CHEMBL47465
SWKXKPAOZMMEBD-UHFFFAOYSA-N,CC(C)c1ccccc1SC1=C(O)OC(CCCC(=O)N2CCN(C(=O)OC(C)(C)C)CC2)(c2ccccc2)CC1=O,6.91,CHEMBL274027
SWLBTNDGQVBECT-QYQLLELESA-N,CC(NC(=O)N(Cc1csc(C(C)C)n1)C1CC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)OCc1cncs1,8.03,CHEMBL155588
SWNIQCGGVRIPLU-JOYXZSCHSA-N,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)c1ccc(O)cc1Cl)OCc1ccccc1,8.89,CHEMBL90751
SWONTJFMXOCSIQ-UHFFFAOYSA-L,O=C(CCCCCCCCCCC(=O)Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)[O-])cc(O)c12)Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)[O-])cc(O)c12.[Na+].[Na+],,CHEMBL1788172
SWPBTKCAQDJKSO-KRXYOAFOSA-N,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3cccc(Cl)c3)c2)C[C@H]1C(=O)NCC(F)(F)F,10.3,CHEMBL276081
SWPGOMFSANJZHN-RNATXAOGSA-N,CC(C)(C)OC(=O)n1cc(C#CCN2C(=O)N(CC#Cc3cnn(C(=O)OC(C)(C)C)c3)[C@H](Cc3ccccc3)[C@@H]3OC(C)(C)O[C@H]3[C@H]2Cc2ccccc2)cn1,6.0,CHEMBL433723
SXBDTHXGHALFNX-CHLMOITFSA-N,Cc1cc(O)c(C)c(C(=O)N[C@@H](Cc2cccc(C(F)(F)F)c2)[C@H](O)C(=O)N2C[C@@H](Cl)C[C@H]2C(=O)NC(C)(C)C)c1,8.72,CHEMBL117088
SXCDIFLDGHLIJH-UHFFFAOYSA-N,O=C1CC(CCc2ccccc2)(c2ccccc2)OC(O)=C1Sc1ccccc1,6.89,CHEMBL339288
SXDLZTIFOPNTPB-IKYOIFQTSA-N,Cc1ncccc1C(=O)N[C@H](C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,9.4,CHEMBL208879
SXEQIAKPZKKRCY-JIDHJSLPSA-N,Cc1ccc(S(=O)(=O)N(CC(C)C)[C@H](CN)CCCCNC(=O)OC2c3ccccc3-c3ccccc32)cc1.Cl,6.522878745280337,CHEMBL541375
SXMCNHGNMUQWRG-LOFFRUMASA-N,CC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccccc1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,7.77,CHEMBL322027
SXPLGDIBIBYDHC-PBIKNJLJSA-N,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,8.08,CHEMBL12900
SXPVUUNIEQEZAM-DFFQZVHSSA-N,Cc1ccc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5ccc(C)cn5)c4)[C@H](Cc4ccccc4)[C@H](O)[C@H]3CCc3ccccc3)c2)nc1,10.1,CHEMBL286672
SXTIXEIZCBDGJE-WUPFMNCUSA-N,CC(C)C(NC(=O)OCc1ccc(N)cn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)OCc1cccnc1,,CHEMBL156739
SXZREBMMGUVYHI-WESAGZJESA-N,O=C(NCCCCCN1C(=O)N(CCCCCNC(=O)c2cccc(F)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1)c1cccc(F)c1,7.85,CHEMBL281516
SYGJRXKBDUVCFN-UHFFFAOYSA-N,CCCCCCC1(c2ccccc2)CC(=O)C(SCCc2ccccc2)=C(O)O1,6.95,CHEMBL127754
SYHMSAYQDYUEPQ-HCTKOXKRSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1CCCc2ccccc21,7.8,CHEMBL20930
SYIQSLPFNKHNNV-MPQUPPDSSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,10.55,CHEMBL5423653
SYMCBBYJOYFSNB-PSWJWLENSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCCCc2nc3ccccc3o2)cc1)NC(=O)OC(C)(C)C,6.55,CHEMBL301401
SZCAVXACQFEDQN-UHFFFAOYSA-N,O=C(Oc1ccccc1)N(CCO)C(c1ccccc1)C(O)c1ccccc1,4.494850021680094,CHEMBL60375
SZISKWJASZOXHF-YUEVXQQWSA-N,O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)Cc1ccccc1,5.92,CHEMBL58998
SZMMNWFCIRPMAP-GEYHJAEVSA-N,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C[S+]([O-])c1cccc2ccccc12)NS(C)(=O)=O,9.35,CHEMBL11116
SZUSWZGEXPBJFV-WRPBWQQDSA-N,COc1cncc(COC(=O)NC(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)c1,,CHEMBL346283
SZXMMSAEIYQCPU-PJFCGOKZSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@]1(Cc2ccccc2)N=CC(C2C[C@H](CC(N)=O)c3ccccc32)=C1O,7.69,CHEMBL201918
TUGAUFMQYWZJAB-FPLPWBNLSA-N,CCCCCC/C=C\CCCCCCCc1cc(O)cc(O)c1,5.58,CHEMBL461628
TUHVTOYYHANQMW-UHFFFAOYSA-N,CC(C)c1ccc(S(=O)(=O)Nc2cccc(C(c3c(O)c4c(oc3=O)CCCCCC4)C3CC3)c2)cc1,7.89,CHEMBL278970
TUIZVTJDRXUKLY-MWLOVLLCSA-N,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)C(C)C)C(C)C,6.09,CHEMBL52495
TUKYSJHHBDCNFR-TYIKLNIISA-N,CC(C)[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(=O)N[C@H](Cc1ccccc1)P(=O)(O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(C)C,9.3,CHEMBL407999
TUOHGYWWSZWQKZ-KQEVGHMQSA-N,COCCOC(=O)NC(C(=O)NN(CC1CCCCC1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C(NC(=O)OC)C(C)C)C(C)C,7.552841968657781,CHEMBL326025
TUQBWHDOOSUSSD-VNXDFUDDSA-N,CC(C)[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(=O)NCP(=O)(O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(C)C,8.96,CHEMBL277579
TUQUIOHWZQRYOF-BJKOFHAPSA-N,Nc1ccc(S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN2CCOCC2)C2CC2)cc1,5.0,CHEMBL4646160
TUTXAZXTRDKQTM-MUPNWXRXSA-N,CC(C)[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3ccsc3)C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,8.44,CHEMBL56247
TVDFBDUUUUHTCI-IPCDWFNJSA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)NCc1ccccc1,7.38,CHEMBL105188
TVPZOFNHBJUMNP-PEMRLZPOSA-N,O=C1N(CC2CC2)[C@H](Cc2ccc3c(c2)OCCO3)[C@H](O)[C@@H](O)[C@@H](Cc2ccc3c(c2)OCCO3)N1CC1CC1,9.57,CHEMBL36125
TVTLNOGILISOFW-JYFHCDHNSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(O)c(O)c1)S(=O)(=O)c1ccc(F)cc1,10.12,CHEMBL5200970
TVWGATKOQLXGAB-IOWSJCHKSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cc2cc(=O)oc3cc(N(C)C)ccc23)cc1,6.67,CHEMBL4792023
TVXXCEMEGNEGDU-TZFCQGSCSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)C1(C)C(=O)Nc2ccccc21,8.52,CHEMBL383311
TWDLOKWTPCLJHI-KUFDTJSHSA-N,O=C(Nc1nccs1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nccs4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,10.52,CHEMBL286671
TWLIYTPEFDVTJC-JQLOQAJJSA-N,CCC(C)[C@H](NC(=O)CCCCCCCCCCCNC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(C)=O)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,,CHEMBL185451
TWQHRSJOMZMREM-VKONIRKNSA-N,CCCCN1C(=O)N(Cc2ccc3[nH]nc(N)c3c2)[C@H](Cc2cccc(C)c2)[C@H](O)[C@@H](O)[C@H]1Cc1cccc(C)c1,10.35,CHEMBL158021
TWROPYIZUCIRRX-YZUYXXDVSA-N,Cc1nnc(C[C@H](C[C@H](O)CN2CCN(C(C)(C)c3ncc(-c4ccc(Cl)cc4)o3)C[C@H]2C(=O)NCC(F)(F)F)C(=O)N[C@H]2CCOC[C@H]2O)o1,11.0,CHEMBL361443
TWYFSQMHPWOVSQ-NAZFTMCISA-N,O=C1N(Cc2cccc(-c3cc[nH]n3)c2)[C@H](Cc2ccc(OCc3ccncc3)cc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccc(OCc3ccncc3)cc2)N1Cc1cccc(-c2cc[nH]n2)c1,10.15,CHEMBL167068
TWZWSIXDZUIEIJ-BEILRLPOSA-N,CC(C)(c1ncc(-c2cccnc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,10.4,CHEMBL3706613
TXDQUMKPEQOZKH-UHFFFAOYSA-N,CCCC(C(=O)NCC1N=Cc2cncnc21)N1C(=O)CC1C(=O)OCc1ccccc1,,CHEMBL195931
TXEITQVVDWQOQP-ZWDYZTTJSA-N,CC(C)[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccccc1)NC(=O)[C@H](NC(=O)N1CCOCC1)C(C)C,5.7,CHEMBL327985
TXGJUFAVGDYSPH-XPGKHFPBSA-N,NCCCCN1C(=O)N(CCCCN)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,5.9,CHEMBL28470
TXLQTXBSBZOEEL-ONFDFNSZSA-N,O=C(COCc1ccccc1)Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1NC(=O)COCc1ccccc1,5.0,CHEMBL314004
TXPRYKACQLCAEN-MVBKKUMSSA-N,CC(C)(C)OC(=O)N[C@@H](C(=O)C(N)Cc1ccccc1)/C(O)=C/c1ccc([N+](=O)[O-])cc1,3.161780778092374,CHEMBL17088
TXPXYYZHXXMCQU-UHFFFAOYSA-N,O=C(Cc1ccccc1)Nc1cccc(C(c2c(O)oc3c(c2=O)CCCCCC3)C2CC2)c1,7.48,CHEMBL139519
TXRFRGPNUHBBQX-ILMLRKPHSA-N,COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCCc2ccc(O)cc2)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)cc1,-1.2600000000000033,CHEMBL147205
TXRQESYWCLCPTM-UHFFFAOYSA-N,CC1C(=O)N(C(C(=O)NCC2CCCCC2)c2ccccc2)C1C(=O)OCc1ccccc1,,CHEMBL197266
TXSWBUFGOMBIFW-UHFFFAOYSA-N,O=C1CC(c2ccccc2)OC(O)=C1SCCc1ccccc1,5.68,CHEMBL332603
TXVHFDSHRAWPHE-BJGBKUJWSA-N,NC(=O)O[C@@H]1Cc2ccccc2C1C1=C(O)[C@](Cc2ccccc2)(C[C@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCOC2)N=C1,8.7,CHEMBL55070
TXVHFDSHRAWPHE-YXCXSNCSSA-N,NC(=O)O[C@@H]1Cc2ccccc2[C@@H]1C1=C(O)[C@](Cc2ccccc2)(C[C@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCOC2)N=C1,8.7,CHEMBL382463
TYICRGMXQPUREK-UHFFFAOYSA-N,CCCCOc1ccc(S(=O)(=O)Nc2cccc(C(c3c(O)c4c(oc3=O)CCCCCC4)C3CC3)c2)cc1,7.75,CHEMBL16266
TYMFSJMODYALDQ-UHFFFAOYSA-N,CC(C)CC(NC(=O)OCc1ccccc1)(C(=O)O)C(=O)O,4.769551078621726,CHEMBL62293
TYMKNDASUSQXAT-YRCZKMHPSA-N,CCOC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2ccccn2)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,8.27,CHEMBL113943
TYTLIFJNIMETBZ-AHKZPQOWSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCc2ccc(O)c(OC)c2)cn1,9.8,CHEMBL4855469
TYTOUOOURDWFEM-XIJSCUBXSA-N,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)NCc1ccccc1,6.0,CHEMBL311259
TYVQFJGXWDAGDX-IOULQRDWSA-N,COc1ccc(CN[C@@H](C(=O)NCC(O)c2ccccc2)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)cc1,-3.4000000000000004,CHEMBL356270
TYWFTCCQWGMFKY-NWJWHWDBSA-N,O=C1N(Cc2cccc(Cn3ccnn3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2[nH]ncc2c1,9.96,CHEMBL78949
TYXASLSBMBZTJR-WZJLIZBTSA-N,Cc1ccc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3ccc(C)cc3)N(Cc3ccc4[nH]nc(N)c4c3)C(=O)N2Cc2ccccc2)cc1,10.33,CHEMBL154722
TYZLSJPUXGTVQV-UHFFFAOYSA-N,OC1(C#CC2(c3ccccc3)CO2)CCN(Cc2ccccc2)CC1,3.139661993429006,CHEMBL349773
TZEDOGNDLDVTMM-IISJEUGJSA-N,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)C(C)C)C(C)C)Cc1ccccc1)C(C)C)C(C)C,5.0,CHEMBL40710
TZKGOSNDFIBVER-DYRNCJCTSA-N,CC(C)CC(NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccc1,8.85,CHEMBL282041
TZKGOSNDFIBVER-GJBCSVNNSA-N,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccc1,8.85,CHEMBL97824
TZKITFIQVPGGNL-KKLWWLSJSA-N,O=C1N(Cc2cccc(CO)c2)[C@H](CCc2ccccc2)[C@@H](CCc2ccccc2)N1Cc1cccc(CO)c1,7.26,CHEMBL146829
TZLDMWOGBDDVMA-AJIIGFCHSA-N,CC(=O)Nc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)cc1,12.221848749616356,CHEMBL5291125
TZQJIMJMAVFFMJ-ZLESDFJESA-N,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCCCN1CCOCC1,8.54,CHEMBL96996
TZRRVSCDIPHXHN-AKUVXLQWSA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C,9.0,CHEMBL109976
TZRRVSCDIPHXHN-BYAJYZPISA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,9.7,CHEMBL48565
TZRRVSCDIPHXHN-HPSWDUTRSA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C,9.42,CHEMBL314758
TZRRVSCDIPHXHN-JIBQIMBESA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C,9.66,CHEMBL314298
TZRRVSCDIPHXHN-MGTGDHFRSA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C,9.66,CHEMBL83462
TZRRVSCDIPHXHN-RRUVMKMCSA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,9.66,CHEMBL289846
TZRRVSCDIPHXHN-UNHORJANSA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,9.42,CHEMBL300968
TZRRVSCDIPHXHN-YUNYQGQASA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C,9.6,CHEMBL56387
TZSDTRGLGXPHPD-UHFFFAOYSA-N,Cc1ccc(C(C)(C)C)c(SC2=C(O)OC(CCc3ccc(O)cc3)(c3ccccc3)CC2=O)c1,7.96,CHEMBL121758
TZULDDUNYAGRDC-JFKVGHNISA-N,CC(C)[C@@H]1NC(=O)[C@@H]([C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)(C)C)NCc2ccc(cc2)OCCOCCNC1=O,8.1,CHEMBL113560
